case_id,reported_at,missing_person_name,gender,age_band,state,district,language,last_seen_location,reporting_center,reporter_mobile,physical_description,status,resolution_hours,is_duplicate_report,remarks
KMP-2027-00250,2027-07-10 15:26,Sanjay Shah,Male,71-80,Madhya Pradesh,Ujjain,Marathi,Main Police Chowki,Nashik Road Center,+91 9778295798,"Old man, bald, wearing vest and dhoti",Reunited,1.7,False,Cross-center transfer needed
KMP-2027-00251,2027-07-10 13:47,Shyam Iyer,Male,41-60,Jharkhand,Jharkhand District 2,Bengali,Trimbakeshwar Approach,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9544517369,"Young boy in blue uniform, school bag",Reunited,0.3,False,GGTalk app used
KMP-2027-00252,2027-07-26 09:08,Amit Chaudhary,Male,80+,Bihar,Muzaffarpur,Hindi,Nashik Road Station,Ramkund Kho-Ya-Paya Kendra,+91 6803121225,"Wearing white saree, grey hair, speaks Hindi",Reunited,7.9,False,Announcement made on PA
KMP-2027-00253,2027-08-10 18:33,Gaurav Trivedi,Male,61-70,Rajasthan,Bikaner,Kannada,Panchavati Circle,Sadhugram Lost Found,+91 9777582116,"Woman in burqa, has small child with her",Reunited,6.5,False,Police assisted
KMP-2027-00254,2027-08-01 20:19,,Male,61-70,Rajasthan,Udaipur,Awadhi,Ramkund Ghat,Adgaon Kho-Ya-Paya,+91 6838487369,"Old man confused, keeps asking for Ramkund",Reunited,,False,Bharat Bharati volunteer handled
KMP-2027-00255,2027-08-10 12:33,Nisha Chaudhary,Female,71-80,Haryana,Haryana District 2,Maithili,Main Police Chowki,Sadhugram Lost Found,+91 6553376084,"Old man confused, keeps asking for Ramkund",Reunited,2.1,False,
KMP-2027-00256,2027-07-02 09:03,Rajesh Reddy,Male,61-70,Delhi,Delhi District 2,Marathi,Panchavati Circle,Central Control Room,,"Young boy in blue uniform, school bag",Reunited,0.5,False,
KMP-2027-00257,2027-08-14 06:21,Dinesh Sharma,Male,41-60,Andhra Pradesh,Kakinada,Tamil,Trimbakeshwar Approach,Ramkund Kho-Ya-Paya Kendra,+91 8597877404,"Old man in dhoti kurta, cannot remember name",Reunited,0.3,False,Brought by volunteer
KMP-2027-00258,2027-07-03 11:29,Reena Krishnan,Female,0-12,Tamil Nadu,Trichy,Bhojpuri,Sadhugram Gate 1,Police Main Control Room,+91 9365388382,Lost near ghats,Reunited,4.6,False,Police assisted
KMP-2027-00259,2027-07-24 11:07,Deepak Verma,Male,61-70,Bihar,Muzaffarpur,Hindi,Dindori Road Crossing,Adgaon Kho-Ya-Paya,+91 8313377873,"Child girl, pigtails, pink frock, about 6 years",Reunited,1.3,False,Brought by volunteer
KMP-2027-00260,2027-08-08 06:03,Suresh Nair,Male,61-70,Delhi,Delhi District 1,Maithili,Laxmi Narayan Ghat,Ramkund Kho-Ya-Paya Kendra,+91 6367063493,Old woman,Reunited,0.5,False,GGTalk app used
KMP-2027-00261,2027-07-09 13:57,Shanti Pandey,Female,61-70,West Bengal,Kolkata,Kannada,Kushavart Kund,Rajur Bahula Center,+91 8877817678,Old woman,Reunited,3.1,False,Family waiting at center
KMP-2027-00262,2027-08-03 09:28,Bharat Dubey,Male,41-60,Delhi,Delhi District 3,Telugu,Takli Sangam,Sadhugram Lost Found,,"Woman with three children, lost husband",Reunited,6.0,False,
KMP-2027-00263,2027-08-04 17:12,Laxmi Sinha,Female,61-70,Telangana,Telangana District 3,Maithili,Nashik Road Station,Rajur Bahula Center,,Man from UP,Reunited,1.3,False,Police assisted
KMP-2027-00264,2027-08-01 11:06,,Male,71-80,Rajasthan,Jodhpur,Bengali,Kushavart Kund,Nashik Road Center,+91 7214949614,,Reunited,3.0,False,Found near ghat
KMP-2027-00265,2027-08-10 06:23,Sohan Iyer,Male,0-12,West Bengal,Durgapur,Hindi,Panchavati Circle,Adgaon Kho-Ya-Paya,+91 6602574675,"Woman in burqa, has small child with her",Reunited,1.2,True,
KMP-2027-00266,2027-08-12 12:36,Kavita Joshi,Female,13-17,Tamil Nadu,Salem,Maithili,Adgaon Parking,Police Main Control Room,+91 7664994379,Child missing,Reunited,0.4,False,Police assisted
KMP-2027-00267,2027-07-25 15:54,Saraswati Rao,Female,13-17,Gujarat,Gandhinagar,Bengali,Laxmi Narayan Ghat,Adgaon Kho-Ya-Paya,+91 8806019487,Man from UP,Reunited,1.6,False,GGTalk app used
KMP-2027-00268,2027-07-03 14:38,Amit Trivedi,Male,41-60,Jharkhand,Jharkhand District 2,Tamil,Ramkund Ghat,Police Main Control Room,+91 6879872949,"Elderly man with walking stick, hard of hearing",Reunited,16.6,False,Police assisted
KMP-2027-00269,2027-07-03 19:22,Ankit Patil,Male,80+,Chhattisgarh,Chhattisgarh District 3,Telugu,Sadhugram Gate 2,Ramkund Kho-Ya-Paya Kendra,+91 7201240032,"Woman speaking Tamil, wearing silk saree",Pending,,False,Found near ghat
KMP-2027-00270,2027-08-01 08:38,Kavita Nair,Female,80+,Madhya Pradesh,Satna,Awadhi,Takli Sangam,Central Control Room,+91 9285652633,Child missing,Reunited,6.1,False,Police assisted
KMP-2027-00271,2027-08-10 17:03,Ankit Shukla,Male,71-80,Tamil Nadu,Tirunelveli,Telugu,Takli Sangam,Police Main Control Room,+91 6780631093,"Old man in dhoti kurta, cannot remember name",Reunited,0.6,False,Brought by volunteer
KMP-2027-00272,2027-07-19 17:09,Sanjay Desai,Male,80+,Delhi,Delhi District 3,Kannada,Sadhugram Gate 2,Panchavati Center,+91 7563787397,"Child in red shirt, about 8-10 years, crying",Reunited,0.2,False,
KMP-2027-00273,2027-08-09 21:15,Vinod Pillai,Male,71-80,Odisha,Odisha District 3,Bengali,Dindori Road Crossing,Bharat Bharati Control Room,,"Woman speaking Tamil, wearing silk saree",Reunited,10.3,False,Cross-center transfer needed
KMP-2027-00274,2027-07-29 09:28,Bharat Pandey,Male,41-60,Uttar Pradesh,Gorakhpur,Telugu,Kushavart Kund,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8761662253,"Old woman, white clothes, lost memory",Reunited,5.2,False,
KMP-2027-00275,2027-07-29 20:01,,Male,71-80,Andhra Pradesh,Visakhapatnam,Maithili,Nandur Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6427618008,Child missing,Reunited,3.2,False,GGTalk app used
KMP-2027-00276,2027-07-26 06:29,Deepak Kumar,Male,61-70,Haryana,Haryana District 3,Tamil,Ramkund Ghat,Bharat Bharati Control Room,+91 6374294163,"Old man, bald, wearing vest and dhoti",Reunited,9.8,False,
KMP-2027-00277,2027-08-01 07:11,Gaurav Roy,Male,41-60,Haryana,Haryana District 3,Maithili,Rajur Bahula,Police Main Control Room,+91 6438718269,"Boy about 12, wearing school dress",Pending,,True,Brought by volunteer
KMP-2027-00278,2027-07-20 12:32,Seema Dubey,Female,71-80,Uttar Pradesh,Lucknow,Tamil,Madsangvi Transit,Central Control Room,+91 8771336642,,Pending,,False,
KMP-2027-00279,2027-07-16 09:27,Reena Tiwari,Female,71-80,Rajasthan,Jaipur,Kannada,Takli Sangam,Nashik Road Center,+91 7548108259,"Child girl, pigtails, pink frock, about 6 years",Reunited,0.9,False,GGTalk app used
KMP-2027-00280,2027-08-06 10:20,,Female,61-70,Chhattisgarh,Chhattisgarh District 1,Marathi,Trimbakeshwar Approach,Police Main Control Room,+91 7804623475,"Woman with three children, lost husband",Reunited,7.3,False,
KMP-2027-00281,2027-08-08 12:38,Saroj Shukla,Female,41-60,Karnataka,Mysuru,Hindi,Dindori Road Crossing,Trimbakeshwar Kho-Ya-Paya Kendra,+91 6241246317,Lost near ghats,Reunited,4.7,False,GGTalk app used
KMP-2027-00282,2027-07-15 06:26,Pooja Patil,Female,18-40,Haryana,Haryana District 2,Bhojpuri,Ramkund Ghat,Sadhugram Lost Found,+91 7307511166,"Elderly woman, cannot speak properly, Gujarati",Reunited,17.8,False,
KMP-2027-00283,2027-07-25 17:39,Prakash Sinha,Male,61-70,Jharkhand,Jharkhand District 1,Maithili,Trimbak Road,Nashik Road Center,+91 6752759821,"Woman with three children, lost husband",Reunited,4.9,True,
KMP-2027-00284,2027-07-24 19:25,,Male,80+,Chhattisgarh,Chhattisgarh District 3,Gujarati,Takli Sangam,Sadhugram Lost Found,+91 6698826833,"Boy about 12, wearing school dress",Reunited,3.8,True,GGTalk app used
KMP-2027-00285,2027-08-07 09:25,Priya Krishnan,Female,13-17,Chhattisgarh,Chhattisgarh District 1,Hindi,Gauri Patangan,Panchavati Center,,"Boy about 12, wearing school dress",Reunited,3.6,False,Brought by volunteer
KMP-2027-00286,2027-07-29 16:05,Kavita Yadav,Female,61-70,Gujarat,Anand,Maithili,Nashik Road Station,Adgaon Kho-Ya-Paya,+91 6222583664,Child missing,Reunited,0.7,False,
KMP-2027-00287,2027-07-04 18:19,Manju Dubey,Female,61-70,Rajasthan,Jodhpur,Gujarati,Takli Sangam,Rajur Bahula Center,+91 7925875822,"Old man confused, keeps asking for Ramkund",Reunited,0.6,False,Family waiting at center
KMP-2027-00288,2027-07-11 05:15,Savita Agarwal,Female,61-70,Uttar Pradesh,Mathura,Maithili,Panchavati Circle,Sadhugram Lost Found,+91 7332866519,"Girl child about 5 years, red bindi, crying",Reunited,0.9,False,
KMP-2027-00289,2027-07-07 18:11,Sunita Kumar,Female,61-70,Delhi,Delhi District 2,Awadhi,Adgaon Parking,Sadhugram Lost Found,+91 6152647028,"Girl child about 5 years, red bindi, crying",Reunited,3.3,False,Family waiting at center
KMP-2027-00290,2027-07-31 09:07,Suresh Gupta,Male,41-60,Haryana,Haryana District 1,Bengali,Madsangvi Transit,Panchavati Center,+91 6414426733,"Man in yellow kurta, has tilak, speaks Bhojpuri",Reunited,4.8,False,
KMP-2027-00291,2027-08-03 16:59,Parvati Shah,Female,61-70,Delhi,Delhi District 3,Kannada,Sadhugram Gate 2,Nashik Road Center,+91 8378807844,"Old man, hearing aid, wearing full pants shirt",Reunited,4.0,False,
KMP-2027-00292,2027-07-14 18:26,Meena Patil,Female,18-40,Bihar,Patna,Maithili,Kushavart Kund,Panchavati Center,+91 6891850638,"Woman in burqa, has small child with her",Reunited,1.0,False,Found near ghat
KMP-2027-00293,2027-08-06 05:53,Mahesh Mishra,Male,61-70,Uttar Pradesh,Varanasi,Telugu,Adgaon Parking,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8525254727,"Child girl, pigtails, pink frock, about 6 years",Pending,,False,Announcement made on PA
KMP-2027-00294,2027-07-04 21:19,Parvati Kumar,Female,61-70,Assam,Assam District 2,Maithili,Trimbak Road,Panchavati Center,+91 9897344195,"Woman with three children, lost husband",Reunited,3.4,False,Police assisted
KMP-2027-00295,2027-08-08 15:45,Dinesh Yadav,Male,41-60,Haryana,Haryana District 3,Marathi,Kushavart Kund,Sadhugram Lost Found,+91 7713086866,"Elderly woman, cannot speak properly, Gujarati",Reunited,1.1,False,Found near ghat
KMP-2027-00296,2027-07-31 21:09,,Male,71-80,West Bengal,Kolkata,Maithili,Rajur Bahula,Panchavati Center,+91 6957946858,"Old woman in white saree, widow marks",Reunited,1.6,False,
KMP-2027-00297,2027-07-20 06:43,Anjali Rao,Female,18-40,Maharashtra,Nagpur,Kannada,Main Police Chowki,Bharat Bharati Control Room,+91 6104412943,"Child girl, pigtails, pink frock, about 6 years",Pending,,False,Cross-center transfer needed
KMP-2027-00298,2027-08-04 15:49,Savita Nair,Female,61-70,West Bengal,Bardhaman,Gujarati,Dasak Ghat,Bharat Bharati Control Room,+91 8397050178,"Woman speaking Tamil, wearing silk saree",Reunited,0.5,False,GGTalk app used
KMP-2027-00299,2027-07-05 14:39,Mohan Trivedi,Male,41-60,Rajasthan,Bikaner,Hindi,Nandur Ghat,Police Main Control Room,+91 7283905107,"Boy about 12, wearing school dress",Reunited,2.5,False,
KMP-2027-00300,2027-07-23 14:21,Mahesh Shukla,Male,71-80,Kerala,Kerala District 3,Kannada,Rajur Bahula,Police Main Control Room,+91 9761763552,"Child in red shirt, about 8-10 years, crying",Reunited,0.4,False,Announcement made on PA
KMP-2027-00301,2027-07-17 16:25,Ram Rao,Male,71-80,Odisha,Odisha District 1,Kannada,Adgaon Parking,Panchavati Center,+91 7762436526,"Child girl, pigtails, pink frock, about 6 years",Reunited,0.3,False,Announcement made on PA
KMP-2027-00302,2027-07-07 15:35,Santosh Mishra,Male,61-70,Rajasthan,Ajmer,Kannada,Trimbakeshwar Approach,Sadhugram Lost Found,,"Woman with three children, lost husband",Reunited,2.1,False,GGTalk app used
KMP-2027-00303,2027-07-22 12:11,,Male,18-40,Kerala,Kerala District 2,Marathi,Trimbakeshwar Approach,Nashik Road Center,+91 9709038381,"Old woman in white saree, widow marks",Reunited,2.5,False,Announcement made on PA
KMP-2027-00304,2027-07-14 09:56,Ashok Gupta,Male,61-70,Delhi,Delhi District 2,Gujarati,Trimbak Road,Central Control Room,+91 6197209076,Man from UP,Reunited,2.4,False,Family waiting at center
KMP-2027-00305,2027-07-23 07:37,Radha Joshi,Female,41-60,Kerala,Kerala District 3,Bengali,Ramkund Ghat,Nashik Road Center,+91 9870722451,"Man in yellow kurta, has tilak, speaks Bhojpuri",Reunited,7.7,True,GGTalk app used
KMP-2027-00306,2027-07-28 17:40,Savita Patil,Female,80+,Bihar,Saran,Bengali,Nandur Ghat,Adgaon Kho-Ya-Paya,+91 6352588284,"Old man, bald, wearing vest and dhoti",Reunited,0.9,False,
KMP-2027-00307,2027-07-01 07:41,Ashok Krishnan,Male,71-80,Rajasthan,Udaipur,Kannada,Ramkund Ghat,Ramkund Kho-Ya-Paya Kendra,+91 7244179313,Child missing,Reunited,14.8,False,
KMP-2027-00308,2027-07-28 19:24,Nisha Sinha,Female,71-80,Delhi,Delhi District 2,Bengali,Laxmi Narayan Ghat,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9646980102,"Young boy in blue uniform, school bag",Reunited,3.5,False,Brought by volunteer
KMP-2027-00309,2027-08-07 21:54,Reena Shukla,Female,61-70,Maharashtra,Nashik,Marathi,Madsangvi Transit,Rajur Bahula Center,+91 8221509314,"Man in yellow kurta, has tilak, speaks Bhojpuri",Reunited,3.8,False,Cross-center transfer needed
KMP-2027-00310,2027-07-01 20:29,Durga Gupta,Female,61-70,Kerala,Kerala District 2,Telugu,Nashik Road Station,Rajur Bahula Center,+91 8674487589,"Old man, hearing aid, wearing full pants shirt",Reunited,12.9,False,Found near ghat
KMP-2027-00311,2027-07-31 10:36,Ravi Das,Male,41-60,Kerala,Kerala District 2,Awadhi,Kushavart Kund,Sadhugram Lost Found,,Child missing,Reunited,2.7,False,
KMP-2027-00312,2027-08-08 12:31,,Female,41-60,Karnataka,Bengaluru,Telugu,Adgaon Parking,Police Main Control Room,+91 7735408331,"Old man in dhoti kurta, cannot remember name",Unresolved,,False,Family waiting at center
KMP-2027-00313,2027-08-06 16:03,Geeta Krishnan,Female,80+,Haryana,Haryana District 1,Gujarati,Madsangvi Transit,Bharat Bharati Control Room,+91 7326405706,"Old man in dhoti kurta, cannot remember name",Reunited,2.6,False,GGTalk app used
KMP-2027-00314,2027-07-29 17:43,Sanjay Patil,Male,41-60,Chhattisgarh,Chhattisgarh District 2,Hindi,Nandur Ghat,Police Main Control Room,,Lost near ghats,Reunited,3.0,False,Bharat Bharati volunteer handled
KMP-2027-00315,2027-08-13 12:46,Parvati Sinha,Female,41-60,Bihar,Muzaffarpur,Telugu,Trimbak Road,Trimbakeshwar Kho-Ya-Paya Kendra,+91 9595111580,"Man in yellow kurta, has tilak, speaks Bhojpuri",Reunited,20.0,False,
KMP-2027-00316,2027-07-19 13:12,,Female,13-17,Bihar,Nalanda,Marathi,Kushavart Kund,Central Control Room,+91 7878731965,"Girl child about 5 years, red bindi, crying",Reunited,3.6,False,Brought by volunteer
KMP-2027-00317,2027-08-14 10:16,Parvati Singh,Female,18-40,Delhi,Delhi District 1,Marathi,Takli Sangam,Rajur Bahula Center,+91 7219019007,Lost near ghats,Reunited,10.2,False,Bharat Bharati volunteer handled
KMP-2027-00318,2027-07-22 06:16,Durga Pillai,Female,41-60,Madhya Pradesh,Gwalior,Marathi,Madsangvi Transit,Ramkund Kho-Ya-Paya Kendra,+91 9517245798,"Boy about 12, wearing school dress",Reunited,10.6,False,
KMP-2027-00319,2027-07-29 13:06,Lalita Kumar,Female,61-70,Delhi,Delhi District 3,Awadhi,Kushavart Kund,Bharat Bharati Control Room,,"Child in red shirt, about 8-10 years, crying",Reunited,6.0,True,Announcement made on PA
KMP-2027-00320,2027-07-01 21:45,Ajay Sharma,Male,61-70,Karnataka,Mysuru,Bengali,Bus Stand Nashik,Rajur Bahula Center,+91 9717015275,"Elderly woman, cannot speak properly, Gujarati",Reunited,6.1,False,GGTalk app used
KMP-2027-00321,2027-08-13 14:25,Ashok Patil,Male,61-70,Kerala,Kerala District 3,Maithili,Kushavart Kund,Bharat Bharati Control Room,+91 8458028166,"Woman in burqa, has small child with her",Pending,,False,Announcement made on PA
KMP-2027-00322,2027-08-14 17:57,Seema Reddy,Female,61-70,Haryana,Haryana District 3,Marathi,Sadhugram Gate 1,Panchavati Center,,"Old woman in white saree, widow marks",Pending,,False,Brought by volunteer
KMP-2027-00323,2027-08-04 14:31,Mohan Sharma,Male,61-70,Odisha,Odisha District 2,Hindi,Panchavati Circle,Rajur Bahula Center,,"Wearing white saree, grey hair, speaks Hindi",Reunited,1.6,False,Bharat Bharati volunteer handled
KMP-2027-00324,2027-07-03 09:31,Rohit Reddy,Male,61-70,Assam,Assam District 1,Hindi,Ramkund Ghat,Rajur Bahula Center,+91 7177345357,"Girl child about 5 years, red bindi, crying",Reunited,4.2,True,Cross-center transfer needed
KMP-2027-00325,2027-08-01 12:04,Ram Krishnan,Male,61-70,Gujarat,Mehsana,Bengali,Rajur Bahula,Adgaon Kho-Ya-Paya,+91 6222599500,"Child girl, pigtails, pink frock, about 6 years",Reunited,14.9,False,
KMP-2027-00326,2027-07-10 10:44,Rohit Joshi,Male,61-70,Telangana,Telangana District 1,Kannada,Laxmi Narayan Ghat,Police Main Control Room,,"Young boy in blue uniform, school bag",Reunited,3.5,False,Cross-center transfer needed
KMP-2027-00327,2027-07-06 14:26,,Female,61-70,Uttar Pradesh,Varanasi,Gujarati,Bus Stand Nashik,Ramkund Kho-Ya-Paya Kendra,,"Old woman, white clothes, lost memory",Reunited,3.0,False,
KMP-2027-00328,2027-07-27 05:35,Sunita Iyer,Female,61-70,Madhya Pradesh,Satna,Maithili,Dindori Road Crossing,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8473504921,"Woman in green saree, has tilak on forehead",Unresolved,,False,GGTalk app used
KMP-2027-00329,2027-07-11 06:03,Prakash Pillai,Male,18-40,Maharashtra,Mumbai,Bengali,Laxmi Narayan Ghat,Sadhugram Lost Found,,"Old woman, white clothes, lost memory",Reunited,3.8,False,Announcement made on PA
KMP-2027-00330,2027-07-29 15:26,Deepak Verma,Male,18-40,Uttar Pradesh,Agra,Marathi,Rajur Bahula,Panchavati Center,+91 6352651266,"Man in saffron kurta, has rudraksha mala",Reunited,0.4,False,Brought by volunteer
KMP-2027-00331,2027-08-07 16:17,Sohan Gupta,Male,61-70,Uttarakhand,Uttarakhand District 1,Hindi,Rajur Bahula,Panchavati Center,+91 9291191291,"Elderly man with walking stick, hard of hearing",Reunited,0.2,False,Announcement made on PA
KMP-2027-00332,2027-08-05 12:05,Santosh Pillai,Male,71-80,Delhi,Delhi District 1,Bhojpuri,Gauri Patangan,Police Main Control Room,+91 7720753175,"Old woman in white saree, widow marks",Reunited,7.3,False,Bharat Bharati volunteer handled
KMP-2027-00333,2027-07-03 06:30,Meena Tiwari,Female,61-70,Kerala,Kerala District 1,Maithili,Nashik Road Station,Central Control Room,+91 6548579110,"Elderly woman, cannot speak properly, Gujarati",Reunited,6.6,False,
KMP-2027-00334,2027-07-19 12:41,Sohan Gupta,Male,0-12,Uttarakhand,Uttarakhand District 1,Tamil,Trimbakeshwar Approach,Central Control Room,,"Old woman in white saree, widow marks",Reunited,2.5,False,Family waiting at center
KMP-2027-00335,2027-07-30 05:55,Prakash Agarwal,Male,71-80,Haryana,Haryana District 1,Telugu,Trimbakeshwar Approach,Adgaon Kho-Ya-Paya,+91 8773033141,Old woman,Reunited,1.4,False,Family waiting at center
KMP-2027-00336,2027-07-08 17:23,Pushpa Joshi,Female,13-17,Telangana,Telangana District 3,Telugu,Dasak Ghat,Nashik Road Center,+91 8155364901,"Old man in dhoti kurta, cannot remember name",Reunited,4.2,False,GGTalk app used
KMP-2027-00337,2027-07-15 15:22,Radha Kumar,Female,41-60,Bihar,Nalanda,Bengali,Madsangvi Transit,Police Main Control Room,+91 7908713884,Lost near ghats,Reunited,0.3,False,Announcement made on PA
KMP-2027-00338,2027-08-13 07:12,Ankit Singh,Male,61-70,Assam,Assam District 2,Bengali,Dasak Ghat,Bharat Bharati Control Room,+91 8958890239,"Child in red shirt, about 8-10 years, crying",Pending,,False,
KMP-2027-00339,2027-07-27 09:30,Shyam Singh,Male,61-70,West Bengal,Asansol,Hindi,Laxmi Narayan Ghat,Adgaon Kho-Ya-Paya,+91 6414788293,"Boy about 12, wearing school dress",Reunited,0.3,False,Brought by volunteer
KMP-2027-00340,2027-07-20 09:57,Anjali Reddy,Female,61-70,Telangana,Telangana District 2,Bhojpuri,Takli Sangam,Ramkund Kho-Ya-Paya Kendra,+91 9591781368,"Woman speaking Tamil, wearing silk saree",Reunited,14.1,False,
KMP-2027-00341,2027-08-14 09:10,Ram Agarwal,Male,61-70,Gujarat,Anand,Telugu,Dindori Road Crossing,Bharat Bharati Control Room,+91 7288290663,"Old man in dhoti kurta, cannot remember name",Reunited,2.3,False,Brought by volunteer
KMP-2027-00342,2027-07-20 08:58,Sunita Rao,Female,41-60,Punjab,Punjab District 2,Gujarati,Ramkund Ghat,Adgaon Kho-Ya-Paya,+91 7672994767,"Old woman in white saree, widow marks",Transferred to hospital,,False,
KMP-2027-00343,2027-08-06 19:21,Deepak Trivedi,Male,41-60,Andhra Pradesh,Tirupati,Gujarati,Sadhugram Gate 1,Rajur Bahula Center,+91 7958538383,"Old man in dhoti kurta, cannot remember name",Reunited,0.5,True,Family waiting at center
KMP-2027-00344,2027-07-02 07:34,,Female,0-12,West Bengal,Asansol,Bengali,Dasak Ghat,Bharat Bharati Control Room,+91 8310148111,"Man in yellow kurta, has tilak, speaks Bhojpuri",Reunited,1.5,False,
KMP-2027-00345,2027-07-23 14:28,,Female,71-80,Punjab,Punjab District 2,Kannada,Panchavati Circle,Bharat Bharati Control Room,+91 8470355261,"Old woman, white clothes, lost memory",Reunited,2.1,False,
KMP-2027-00346,2027-07-14 14:30,Saroj Shukla,Female,61-70,Kerala,Kerala District 3,Awadhi,Nashik Road Station,Panchavati Center,,"Child in red shirt, about 8-10 years, crying",Reunited,0.4,False,Found near ghat
KMP-2027-00347,2027-08-08 14:31,Mukesh Agarwal,Male,71-80,Rajasthan,Jodhpur,Hindi,Panchavati Circle,Rajur Bahula Center,,"Man in saffron kurta, has rudraksha mala",Reunited,0.7,False,Cross-center transfer needed
KMP-2027-00348,2027-07-08 13:31,Pooja Singh,Female,71-80,Uttarakhand,Uttarakhand District 1,Telugu,Trimbakeshwar Approach,Nashik Road Center,+91 7130539998,Child missing,Reunited,3.3,False,Cross-center transfer needed
KMP-2027-00349,2027-07-04 09:20,,Female,61-70,Kerala,Kerala District 1,Gujarati,Dasak Ghat,Ramkund Kho-Ya-Paya Kendra,+91 7724546761,"Woman in burqa, has small child with her",Reunited,1.8,False,Police assisted
KMP-2027-00350,2027-07-26 16:06,Ram Shah,Male,0-12,West Bengal,Nadia,Gujarati,Panchavati Circle,Nashik Road Center,+91 6742916320,"Woman in burqa, has small child with her",Reunited,2.9,False,Announcement made on PA
KMP-2027-00351,2027-07-30 07:07,Manoj Das,Male,41-60,Chhattisgarh,Chhattisgarh District 1,Telugu,Sadhugram Gate 2,Central Control Room,+91 6548122132,"Old woman in white saree, widow marks",Reunited,1.8,False,Family waiting at center
KMP-2027-00352,2027-08-14 09:44,Rekha Patel,Female,0-12,Bihar,Gaya,Bhojpuri,Dindori Road Crossing,Sadhugram Lost Found,,"Elderly man with walking stick, hard of hearing",Reunited,0.3,False,
KMP-2027-00353,2027-07-08 13:02,Amit Mehta,Male,0-12,Bihar,Patna,Hindi,Trimbakeshwar Approach,Sadhugram Lost Found,+91 6603673335,Lost near ghats,Reunited,6.1,False,Brought by volunteer
KMP-2027-00354,2027-07-23 16:10,Radha Patel,Female,0-12,Rajasthan,Alwar,Maithili,Nashik Road Station,Nashik Road Center,+91 8722503273,"Man in saffron kurta, has rudraksha mala",Reunited,0.4,False,
KMP-2027-00355,2027-08-02 20:23,Saraswati Joshi,Female,18-40,Assam,Assam District 1,Marathi,Trimbak Road,Ramkund Kho-Ya-Paya Kendra,+91 6329797269,"Boy about 12, wearing school dress",Reunited,1.8,False,Brought by volunteer
KMP-2027-00356,2027-07-24 06:05,Vinod Singh,Male,41-60,Jharkhand,Jharkhand District 1,Bengali,Nandur Ghat,Rajur Bahula Center,+91 9918485133,"Woman in green saree, has tilak on forehead",Reunited,3.7,False,Announcement made on PA
KMP-2027-00357,2027-07-01 20:43,Vinod Mishra,Male,61-70,Madhya Pradesh,Rewa,Maithili,Sadhugram Gate 1,Adgaon Kho-Ya-Paya,+91 8292518998,"Boy about 12, wearing school dress",Reunited,0.4,False,Bharat Bharati volunteer handled
KMP-2027-00358,2027-08-08 17:07,Lalita Desai,Female,80+,Madhya Pradesh,Gwalior,Kannada,Dindori Road Crossing,Adgaon Kho-Ya-Paya,+91 8315031290,Child missing,Reunited,5.0,False,Found near ghat
KMP-2027-00359,2027-07-30 08:07,Pushpa Reddy,Female,41-60,Delhi,Delhi District 2,Bhojpuri,Madsangvi Transit,Rajur Bahula Center,+91 8258241728,"Old woman in white saree, widow marks",Reunited,0.6,False,
KMP-2027-00360,2027-07-26 19:12,,Female,18-40,Delhi,Delhi District 3,Maithili,Takli Sangam,Rajur Bahula Center,+91 8767831721,"Old woman in white saree, widow marks",Reunited,1.7,False,GGTalk app used
KMP-2027-00361,2027-07-30 06:02,Amit Verma,Male,71-80,Bihar,Bhagalpur,Tamil,Adgaon Parking,Police Main Control Room,+91 9575191040,Lost near ghats,Pending,,False,Bharat Bharati volunteer handled
KMP-2027-00362,2027-08-05 10:32,Ravi Chaudhary,Male,13-17,Odisha,Odisha District 3,Kannada,Kushavart Kund,Adgaon Kho-Ya-Paya,+91 9611005607,"Woman speaking Tamil, wearing silk saree",Reunited,1.9,False,Found near ghat
KMP-2027-00363,2027-07-07 18:22,,Male,71-80,Punjab,Punjab District 3,Hindi,Laxmi Narayan Ghat,Adgaon Kho-Ya-Paya,+91 8508637554,"Woman in burqa, has small child with her",Reunited,1.1,False,Family waiting at center
KMP-2027-00364,2027-08-12 18:36,Ravi Gupta,Male,18-40,Gujarat,Ahmedabad,Hindi,Nashik Road Station,Adgaon Kho-Ya-Paya,+91 6594897685,"Woman speaking Tamil, wearing silk saree",Reunited,3.5,False,Bharat Bharati volunteer handled
KMP-2027-00365,2027-08-08 07:53,,Female,61-70,West Bengal,Bardhaman,Tamil,Panchavati Circle,Trimbakeshwar Kho-Ya-Paya Kendra,+91 8278914614,"Old man confused, keeps asking for Ramkund",Reunited,22.3,False,Brought by volunteer
KMP-2027-00366,2027-08-03 20:27,Kavita Patil,Female,13-17,Telangana,Telangana District 2,Tamil,Rajur Bahula,Panchavati Center,,"Child in red shirt, about 8-10 years, crying",Reunited,1.4,False,Police assisted
KMP-2027-00367,2027-08-01 11:42,Ashok Yadav,Male,61-70,Assam,Assam District 1,Maithili,Dasak Ghat,Sadhugram Lost Found,+91 7719380774,,Reunited,7.7,False,Family waiting at center
